#cell_line_id	d_cid	log10_conc	ic50
ACH-000980	11626560	-9.815309	0.983
ACH-000242	11626560	-9.815309	0.791
ACH-000804	11626560	-8.861697	0.874
ACH-000858	11626560	-9.81697	1.175
ACH-000366	11626560	-7.430334	0.929
ACH-000804	11626560	-7.907455	0.768
ACH-000900	11626560	-8.384576	0.982
ACH-000347	11626560	-8.861697	1.001
ACH-000471	11626560	-6.477122	0.915
ACH-000572	11626560	-9.339134	0.951
ACH-000653	11626560	-9.339134	1.016
ACH-000986	11626560	-9.815309	1.053
ACH-000450	11626560	-9.815309	0.954
ACH-000805	11626560	-6.477122	0.878
ACH-000304	11626560	-9.339134	0.91
ACH-000848	11626560	-6.0	0.86
ACH-000315	11626560	-7.430334	1.08
ACH-000858	11626560	-6.477122	1.034
ACH-000736	11626560	-8.861697	1.08
ACH-000320	11626560	-6.0	0.727
ACH-000013	11626560	-7.430334	1.01
ACH-000013	11626560	-8.384576	1.04
ACH-000013	11626560	-6.0	1.004
ACH-000681	11626560	-9.81697	1.027
ACH-000681	11626560	-8.385606	1.005
ACH-000062	11626560	-8.384576	1.01
ACH-000766	11626560	-8.385606	0.95
ACH-000979	11626560	-6.477122	0.939
ACH-000979	11626560	-8.384576	0.941
ACH-000411	11626560	-6.0	0.666
ACH-000243	11626560	-9.339134	0.951
ACH-000938	11626560	-9.815309	0.979
ACH-000617	11626560	-6.0	1.003
ACH-000977	11626560	-6.0	0.542
ACH-000434	11626560	-8.862727	1.156
ACH-000357	11626560	-9.815309	0.988
ACH-000996	11626560	-6.954243	1.137
ACH-000092	11626560	-7.907455	1.043
ACH-000162	11626560	-9.339134	1.015
ACH-000521	11626560	-8.862727	1.036
ACH-000990	11626560	-9.339134	0.963
ACH-000861	11626560	-8.861697	0.993
ACH-000722	11626560	-9.339134	0.97
ACH-000627	11626560	-6.477121	1.085
ACH-000304	11626560	-6.0	0.816
ACH-000183	11626560	-7.430334	0.993
ACH-000866	11626560	-8.385606	1.008
ACH-000524	11626560	-8.861697	0.906
ACH-000304	11626560	-7.430334	0.938
ACH-000745	11626560	-9.339134	0.967
ACH-000684	11626560	-7.907455	1.061
ACH-000505	11626560	-7.907455	1.002
ACH-000150	11626560	-9.339849	1.12
ACH-000371	11626560	-7.907455	0.968
ACH-000249	11626560	-6.0	0.716
ACH-000168	11626560	-9.339134	0.973
ACH-000667	11626560	-6.477122	0.956
ACH-001333	11626560	-9.339134	0.969
ACH-000900	11626560	-9.339849	1.023
ACH-000114	11626560	-6.0	0.923
ACH-000113	11626560	-6.477122	0.956
ACH-000914	11626560	-8.384576	1.016
ACH-000852	11626560	-9.339849	1.026
ACH-000638	11626560	-8.385606	1.008
ACH-000900	11626560	-7.908485	1.004
ACH-000911	11626560	-7.430334	0.924
ACH-000456	11626560	-7.907455	0.987
ACH-000392	11626560	-6.477122	0.96
ACH-000853	11626560	-8.384576	0.991
ACH-000680	11626560	-7.430334	0.981
ACH-000479	11626560	-6.477122	0.761
ACH-000343	11626560	-6.477122	0.951
ACH-002020	11626560	-8.384576	1.019
ACH-000231	11626560	-7.907455	0.804
ACH-000915	11626560	-8.861697	1.019
ACH-000869	11626560	-9.81697	1.027
ACH-000565	11626560	-7.430334	0.998
ACH-000091	11626560	-9.815309	0.978
ACH-000541	11626560	-6.954243	1.011
ACH-000663	11626560	-6.954243	1.098
ACH-000073	11626560	-7.430334	1.01
ACH-000496	11626560	-8.385606	0.961
ACH-000615	11626560	-6.954243	0.935
ACH-000463	11626560	-9.339134	0.98
ACH-000423	11626560	-9.815309	0.957
ACH-000056	11626560	-7.907455	0.998
ACH-000875	11626560	-9.339134	1.033
ACH-000330	11626560	-9.815309	0.96
ACH-001075	11626560	-9.339849	1.037
ACH-000506	11626560	-7.430334	0.965
ACH-000573	11626560	-9.339134	0.945
ACH-000530	11626560	-6.477121	0.873
ACH-000719	11626560	-7.907455	0.997
ACH-000855	11626560	-8.384576	0.986
ACH-000916	11626560	-8.862727	1.132
ACH-000916	11626560	-9.81697	1.07
ACH-000853	11626560	-7.908485	1.177
ACH-000595	11626560	-8.384576	0.976
ACH-000050	11626560	-8.384576	1.019
ACH-000667	11626560	-6.0	0.804
ACH-000979	11626560	-9.815309	1.007
ACH-000654	11626560	-8.861697	0.97
ACH-000221	11626560	-6.954243	0.964
ACH-001190	11626560	-7.907455	0.94
ACH-000997	11626560	-9.339134	0.983
ACH-000551	11626560	-6.477122	0.883
ACH-000900	11626560	-9.81697	1.002
ACH-000221	11626560	-8.861697	0.971
ACH-000944	11626560	-9.339134	1.052
ACH-000869	11626560	-7.431364	0.99
ACH-000162	11626560	-8.384576	1.058
ACH-000977	11626560	-7.430334	1.035
ACH-000511	11626560	-7.908485	1.1
ACH-000456	11626560	-8.861697	0.953
ACH-000014	11626560	-9.339134	0.902
ACH-000910	11626560	-6.954243	0.992
ACH-000852	11626560	-6.0	0.855
ACH-000571	11626560	-9.339134	0.959
ACH-000577	11626560	-6.0	0.833
ACH-000677	11626560	-8.385606	1.045
ACH-000781	11626560	-7.908485	1.032
ACH-000493	11626560	-7.907455	1.062
ACH-000777	11626560	-6.477122	0.906
ACH-000846	11626560	-9.339134	0.987
ACH-000846	11626560	-7.430334	1.006
ACH-000507	11626560	-6.954243	0.968
ACH-000269	11626560	-9.339134	0.985
ACH-000269	11626560	-8.861697	0.998
ACH-000757	11626560	-8.385606	1.056
ACH-000900	11626560	-6.477122	0.742
ACH-000572	11626560	-6.954243	0.901
ACH-000733	11626560	-6.954243	0.97
ACH-000186	11626560	-6.477121	1.063
ACH-000900	11626560	-9.815309	0.943
ACH-000471	11626560	-6.954243	0.999
ACH-000733	11626560	-9.815309	0.947
ACH-000986	11626560	-6.0	0.626
ACH-000889	11626560	-9.339134	1.03
ACH-000688	11626560	-8.861697	1.05
ACH-000817	11626560	-7.907455	0.973
ACH-000195	11626560	-9.339134	1.102
ACH-000776	11626560	-6.954243	1.024
ACH-000982	11626560	-9.815309	0.985
ACH-000147	11626560	-9.339134	0.909
ACH-000050	11626560	-6.477122	0.955
ACH-000369	11626560	-6.0	-0.2
ACH-000378	11626560	-6.0	0.849
ACH-000062	11626560	-9.815309	0.905
ACH-000378	11626560	-6.477122	1.099
ACH-000637	11626560	-7.430334	0.999
ACH-000178	11626560	-6.954243	0.972
ACH-000350	11626560	-8.384576	0.973
ACH-000626	11626560	-8.384576	0.925
ACH-000944	11626560	-6.954243	1.033
ACH-000556	11626560	-9.815309	1.03
ACH-000454	11626560	-9.339849	1.094
ACH-000350	11626560	-7.907455	1.042
ACH-000521	11626560	-6.954243	0.954
ACH-000296	11626560	-8.861697	0.937
ACH-001064	11626560	-7.907455	0.967
ACH-000296	11626560	-6.954243	0.979
ACH-000375	11626560	-8.861697	1.083
ACH-000784	11626560	-6.954243	1.005
ACH-000633	11626560	-9.815309	0.981
ACH-000022	11626560	-9.339134	1.008
ACH-000943	11626560	-6.477122	0.92
ACH-000681	11626560	-9.339849	1.0
ACH-000234	11626560	-7.430334	0.991
ACH-000745	11626560	-7.907455	0.993
ACH-000875	11626560	-8.384576	0.982
ACH-000248	11626560	-8.384576	0.893
ACH-000361	11626560	-8.384576	0.958
ACH-000599	11626560	-9.339134	0.963
ACH-000667	11626560	-9.339849	1.071
ACH-000550	11626560	-8.384576	0.929
ACH-000869	11626560	-8.862727	1.037
ACH-000528	11626560	-9.339134	0.918
ACH-000576	11626560	-6.477122	0.989
ACH-000847	11626560	-6.0	0.784
ACH-001239	11626560	-6.477122	0.826
ACH-000974	11626560	-7.907455	0.974
ACH-000576	11626560	-9.339134	1.065
ACH-000466	11626560	-7.430334	1.046
ACH-000527	11626560	-6.0	0.813
ACH-000564	11626560	-8.384576	1.002
ACH-001086	11626560	-8.384576	0.941
ACH-000793	11626560	-6.954243	1.049
ACH-000945	11626560	-7.908485	1.064
ACH-000793	11626560	-6.0	0.998
ACH-000065	11626560	-6.954243	0.996
ACH-000656	11626560	-6.0	0.683
ACH-000556	11626560	-6.0	0.915
ACH-000433	11626560	-6.954243	1.039
ACH-000205	11626560	-7.907455	0.953
ACH-000925	11626560	-7.907455	1.035
ACH-000687	11626560	-7.907455	0.984
ACH-000270	11626560	-8.384576	0.974
ACH-000892	11626560	-6.477121	0.991
ACH-000655	11626560	-6.0	0.719
ACH-000510	11626560	-9.81697	1.019
ACH-000888	11626560	-8.385606	1.064
ACH-000091	11626560	-8.861697	0.89
ACH-000915	11626560	-6.954243	0.98
ACH-000826	11626560	-7.431364	0.915
ACH-000409	11626560	-6.0	0.991
ACH-000655	11626560	-7.907455	1.051
ACH-000528	11626560	-6.477121	1.045
ACH-000541	11626560	-6.477122	0.972
ACH-000895	11626560	-8.384576	0.981
ACH-000663	11626560	-6.477122	1.026
ACH-000027	11626560	-6.954243	0.915
ACH-000615	11626560	-9.339134	0.976
ACH-000259	11626560	-7.430334	0.896
ACH-000929	11626560	-6.477122	0.876
ACH-000273	11626560	-6.477122	0.954
ACH-000330	11626560	-9.339134	0.913
ACH-000823	11626560	-6.954243	0.994
ACH-000056	11626560	-9.339134	0.999
ACH-000075	11626560	-8.861697	0.993
ACH-000745	11626560	-8.384576	1.002
ACH-000470	11626560	-9.815309	1.014
ACH-000330	11626560	-7.430334	0.902
ACH-000940	11626560	-6.954243	0.968
ACH-000858	11626560	-8.861697	0.971
ACH-000046	11626560	-6.954243	0.975
ACH-000906	11626560	-8.384576	0.992
ACH-001075	11626560	-8.862727	1.027
ACH-000204	11626560	-7.907455	1.005
ACH-000552	11626560	-9.339134	0.974
ACH-000465	11626560	-8.384576	0.908
ACH-000315	11626560	-8.861697	0.99
ACH-000573	11626560	-7.907455	1.013
ACH-000478	11626560	-6.954243	1.097
ACH-000792	11626560	-9.815309	1.033
ACH-000004	11626560	-9.339134	0.922
ACH-000792	11626560	-7.907455	1.041
ACH-000478	11626560	-6.477122	0.981
ACH-000359	11626560	-7.907455	0.907
ACH-000534	11626560	-9.815309	0.987
ACH-000004	11626560	-8.861697	0.955
ACH-000107	11626560	-7.907455	0.92
ACH-000468	11626560	-7.430334	0.952
ACH-000502	11626560	-9.815309	0.998
ACH-000785	11626560	-8.385606	1.098
ACH-000788	11626560	-7.907455	0.999
ACH-000994	11626560	-6.477122	0.934
ACH-001328	11626560	-6.954243	0.942
ACH-000821	11626560	-7.430334	1.017
ACH-000278	11626560	-6.477122	0.893
ACH-000638	11626560	-8.384576	0.977
ACH-000391	11626560	-6.954243	0.883
ACH-000391	11626560	-6.477122	0.777
ACH-000980	11626560	-8.385606	1.005
ACH-000221	11626560	-8.384576	1.026
ACH-000551	11626560	-8.384576	1.007
ACH-000946	11626560	-7.430334	0.999
ACH-000434	11626560	-6.0	1.056
ACH-001306	11626560	-9.815309	0.944
ACH-000479	11626560	-9.815309	1.041
ACH-000997	11626560	-6.477122	0.98
ACH-000781	11626560	-9.81697	1.017
ACH-000775	11626560	-8.861697	1.003
ACH-000414	11626560	-6.477122	0.992
ACH-000351	11626560	-8.384576	1.002
ACH-000092	11626560	-8.384576	0.899
ACH-000493	11626560	-8.861697	1.068
ACH-000558	11626560	-6.954243	0.955
ACH-001680	11626560	-7.430334	1.06
ACH-000430	11626560	-9.339134	0.938
ACH-000347	11626560	-7.430334	0.964
ACH-000347	11626560	-9.339134	0.988
ACH-000900	11626560	-8.385606	0.99
ACH-000054	11626560	-8.861697	1.009
ACH-000976	11626560	-8.861697	1.072
ACH-000615	11626560	-7.430334	0.922
ACH-000998	11626560	-9.815309	0.983
ACH-000904	11626560	-6.477122	0.793
ACH-000009	11626560	-9.339134	0.994
ACH-000940	11626560	-9.339134	1.051
ACH-000054	11626560	-6.0	0.789
ACH-000980	11626560	-8.861697	1.003
ACH-000856	11626560	-8.384576	0.986
ACH-000123	11626560	-9.815309	0.877
ACH-000651	11626560	-9.815309	1.007
ACH-000395	11626560	-7.907455	0.975
ACH-000378	11626560	-7.908485	0.982
ACH-001336	11626560	-7.907455	1.048
ACH-000271	11626560	-7.430334	1.0
ACH-000776	11626560	-8.384576	0.92
ACH-000824	11626560	-9.815309	1.001
ACH-000477	11626560	-8.861697	0.921
ACH-000886	11626560	-6.477121	0.938
ACH-000817	11626560	-6.477122	0.914
ACH-000014	11626560	-6.477122	0.939
ACH-001333	11626560	-9.815309	1.001
ACH-000427	11626560	-8.861697	1.033
ACH-000766	11626560	-6.954243	0.616
ACH-000535	11626560	-7.430334	0.97
ACH-000148	11626560	-9.339134	0.91
ACH-000626	11626560	-8.861697	1.054
ACH-000958	11626560	-7.430334	1.051
ACH-000411	11626560	-6.477122	0.901
ACH-000925	11626560	-9.339134	0.993
ACH-000411	11626560	-7.907455	1.107
ACH-000332	11626560	-7.430334	0.959
ACH-001064	11626560	-9.815309	0.956
ACH-000433	11626560	-6.477122	0.953
ACH-000911	11626560	-6.954243	0.912
ACH-000853	11626560	-7.430334	0.945
ACH-002461	11626560	-7.907455	1.099
ACH-000749	11626560	-7.431364	1.121
ACH-000178	11626560	-7.430334	0.989
ACH-000327	11626560	-9.339849	1.116
ACH-000648	11626560	-6.954243	0.986
ACH-000927	11626560	-6.477122	0.924
ACH-000167	11626560	-9.815309	1.008
ACH-000434	11626560	-8.385606	1.31
ACH-000677	11626560	-9.339134	0.949
ACH-000677	11626560	-7.907455	0.904
ACH-000660	11626560	-6.954243	0.964
ACH-000587	11626560	-6.477121	1.063
ACH-000327	11626560	-6.954243	0.986
ACH-000987	11626560	-6.954243	0.895
ACH-000941	11626560	-6.477122	0.91
ACH-000745	11626560	-6.954243	0.885
ACH-000711	11626560	-6.477122	0.946
ACH-000998	11626560	-7.430334	0.867
ACH-000304	11626560	-9.815309	0.937
ACH-000745	11626560	-6.0	0.00800000000000001
ACH-000234	11626560	-6.477122	1.007
ACH-000212	11626560	-8.384576	0.918
ACH-000974	11626560	-6.477122	0.781
ACH-000144	11626560	-7.430334	1.008
ACH-000167	11626560	-8.384576	0.978
ACH-000935	11626560	-8.384576	0.985
ACH-000974	11626560	-9.339134	0.979
ACH-000144	11626560	-8.861697	1.123
ACH-000696	11626560	-9.339134	0.996
ACH-000550	11626560	-9.339134	0.893
ACH-000481	11626560	-8.385606	1.037
ACH-000667	11626560	-8.384576	1.014
ACH-000894	11626560	-7.907455	1.043
ACH-000704	11626560	-9.815309	1.053
ACH-000250	11626560	-7.907455	1.008
ACH-000916	11626560	-9.339849	1.216
ACH-000113	11626560	-8.384576	0.993
ACH-000627	11626560	-9.339849	1.1
ACH-000657	11626560	-9.815309	0.974
ACH-000895	11626560	-6.477122	0.921
ACH-000781	11626560	-7.907455	0.994
ACH-000892	11626560	-8.862727	1.04
ACH-000138	11626560	-9.815309	0.971
ACH-000447	11626560	-9.339849	1.183
ACH-000793	11626560	-7.907455	1.031
ACH-000853	11626560	-8.861697	1.019
ACH-000221	11626560	-7.430334	0.983
ACH-000351	11626560	-8.861697	1.026
ACH-000580	11626560	-9.339134	0.905
ACH-000867	11626560	-8.861697	0.942
ACH-001306	11626560	-9.339134	0.844
ACH-000329	11626560	-8.861697	1.037
ACH-000348	11626560	-6.477122	0.958
ACH-000062	11626560	-7.908485	1.061
ACH-000972	11626560	-6.954243	0.927
ACH-000674	11626560	-6.954243	0.0620000000000001
ACH-000898	11626560	-9.815309	0.988
ACH-000541	11626560	-8.384576	1.024
ACH-000821	11626560	-7.907455	0.988
ACH-000674	11626560	-6.477122	0.117
ACH-000401	11626560	-6.0	0.852
ACH-000022	11626560	-6.0	0.766
ACH-000265	11626560	-8.861697	0.967
ACH-000476	11626560	-6.477122	0.922
ACH-000075	11626560	-9.815309	1.035
ACH-000046	11626560	-6.477122	0.978
ACH-000023	11626560	-9.815309	1.045
ACH-000731	11626560	-6.477121	1.063
ACH-000521	11626560	-9.339849	1.031
ACH-000794	11626560	-7.430334	0.958
ACH-000976	11626560	-7.430334	1.049
ACH-000565	11626560	-8.861697	1.023
ACH-000484	11626560	-6.954243	1.172
ACH-000484	11626560	-6.0	0.97
ACH-000810	11626560	-8.861697	0.977
ACH-000794	11626560	-8.384576	1.028
ACH-000066	11626560	-8.861697	0.977
ACH-000250	11626560	-8.384576	0.949
ACH-000800	11626560	-6.477121	1.033
ACH-000205	11626560	-8.861697	0.939
ACH-000994	11626560	-6.0	0.497
ACH-002004	11626560	-9.815309	1.065
ACH-000749	11626560	-6.477121	1.004
ACH-000292	11626560	-9.81697	1.0
ACH-002004	11626560	-8.861697	1.02
ACH-000756	11626560	-8.861697	1.054
ACH-000925	11626560	-7.430334	1.003
ACH-000826	11626560	-8.384576	0.995
ACH-000364	11626560	-9.815309	0.999
ACH-000325	11626560	-6.477122	-0.831
ACH-000343	11626560	-9.815309	0.925
ACH-000480	11626560	-6.954243	1.038
ACH-000473	11626560	-9.815309	1.015
ACH-000406	11626560	-8.384576	1.028
ACH-000826	11626560	-7.430334	1.035
ACH-000481	11626560	-7.907455	1.026
ACH-000624	11626560	-7.430334	0.968
ACH-000430	11626560	-7.907455	1.137
ACH-000183	11626560	-6.0	0.37
ACH-000902	11626560	-7.430334	0.924
ACH-000766	11626560	-9.339849	0.975
ACH-000980	11626560	-9.339849	1.002
ACH-000347	11626560	-7.907455	0.915
ACH-000483	11626560	-8.861697	1.057
ACH-000366	11626560	-7.907455	0.934
ACH-000273	11626560	-9.815309	0.992
ACH-000183	11626560	-8.861697	1.04
ACH-000108	11626560	-9.339134	0.922
ACH-000108	11626560	-8.861697	1.023
ACH-000471	11626560	-6.0	0.926
ACH-000023	11626560	-6.954243	0.972
ACH-000840	11626560	-8.385606	1.197
ACH-000894	11626560	-8.385606	1.074
ACH-000440	11626560	-6.0	0.46
ACH-000325	11626560	-8.861697	0.999
ACH-000422	11626560	-6.954243	1.058
ACH-000435	11626560	-9.815309	1.0
ACH-000471	11626560	-7.907455	1.036
ACH-000805	11626560	-9.339134	0.947
ACH-000378	11626560	-6.954243	1.061
ACH-000834	11626560	-9.339134	0.953
ACH-000013	11626560	-6.477122	1.04
ACH-000688	11626560	-7.907455	0.991
ACH-000250	11626560	-8.861697	0.973
ACH-000966	11626560	-8.861697	0.932
ACH-000357	11626560	-8.384576	0.987
ACH-000343	11626560	-6.477121	1.107
ACH-000535	11626560	-6.477122	0.966
ACH-000588	11626560	-7.907455	1.039
ACH-000588	11626560	-6.0	0.914
ACH-000362	11626560	-7.430334	1.099
ACH-000491	11626560	-9.339134	1.004
ACH-000355	11626560	-7.907455	1.085
ACH-000329	11626560	-9.339134	0.893
ACH-000433	11626560	-6.0	0.848
ACH-001190	11626560	-6.954243	0.969
ACH-000927	11626560	-7.907455	1.028
ACH-000826	11626560	-7.907455	0.934
ACH-000344	11626560	-8.384576	0.958
ACH-000392	11626560	-8.384576	0.991
ACH-000972	11626560	-9.815309	0.92
ACH-000435	11626560	-8.861697	1.072
ACH-000980	11626560	-8.862727	1.021
ACH-000269	11626560	-6.0	0.995
ACH-000990	11626560	-7.907455	0.995
ACH-000544	11626560	-8.861697	1.042
ACH-000118	11626560	-7.430334	0.889
ACH-000711	11626560	-6.0	0.889
ACH-000371	11626560	-8.861697	0.976
ACH-000943	11626560	-9.339134	0.974
ACH-000259	11626560	-9.815309	1.041
ACH-000304	11626560	-8.384576	0.922
ACH-000674	11626560	-8.861697	1.013
ACH-000075	11626560	-9.339134	1.033
ACH-000974	11626560	-8.384576	0.905
ACH-000664	11626560	-7.430334	1.144
ACH-000900	11626560	-9.339134	1.024
ACH-000144	11626560	-6.954243	1.134
ACH-000293	11626560	-8.861697	0.918
ACH-000457	11626560	-6.0	0.299
ACH-000212	11626560	-6.0	0.953
ACH-000017	11626560	-8.384576	0.767
ACH-000144	11626560	-9.339134	0.984
ACH-000696	11626560	-8.384576	0.998
ACH-000587	11626560	-7.431364	0.979
ACH-001336	11626560	-6.477122	0.966
ACH-001336	11626560	-6.954243	1.074
ACH-000024	11626560	-7.907455	0.999
ACH-000583	11626560	-6.954243	0.979
ACH-000783	11626560	-7.907455	1.045
ACH-000024	11626560	-7.430334	1.077
ACH-000817	11626560	-9.815309	0.955
ACH-000277	11626560	-7.430334	0.96
ACH-000381	11626560	-8.861697	1.026
ACH-000015	11626560	-8.862727	0.916
ACH-000860	11626560	-7.431364	0.963
ACH-001086	11626560	-7.907455	0.961
ACH-000564	11626560	-9.339134	0.942
ACH-000997	11626560	-7.907455	1.02
ACH-000291	11626560	-6.0	0.725
ACH-001190	11626560	-8.861697	0.935
ACH-000626	11626560	-6.0	0.749
ACH-000454	11626560	-7.907455	1.046
ACH-000090	11626560	-7.430334	0.922
ACH-000938	11626560	-8.861697	0.983
ACH-000587	11626560	-6.0	0.815
ACH-000867	11626560	-9.815309	0.979
ACH-000665	11626560	-6.954243	0.927
ACH-000910	11626560	-7.430334	0.991
ACH-000832	11626560	-9.815309	1.004
ACH-000207	11626560	-6.954243	0.906
ACH-000480	11626560	-6.477122	0.83
ACH-001680	11626560	-7.907455	0.993
ACH-000480	11626560	-8.861697	1.069
ACH-000821	11626560	-9.339134	0.967
ACH-000846	11626560	-7.907455	1.037
ACH-000015	11626560	-9.339134	0.942
ACH-000510	11626560	-9.339134	1.019
ACH-000265	11626560	-7.907455	0.947
ACH-000362	11626560	-6.954243	0.977
ACH-000892	11626560	-7.908485	1.022
ACH-000050	11626560	-6.954243	1.042
ACH-000826	11626560	-8.862727	1.107
ACH-000869	11626560	-9.339849	1.129
ACH-000809	11626560	-9.339134	0.895
ACH-000984	11626560	-8.861697	0.921
ACH-000355	11626560	-9.339849	0.983
ACH-000878	11626560	-7.431364	0.993
ACH-000819	11626560	-8.861697	1.158
ACH-000654	11626560	-7.430334	1.006
ACH-000860	11626560	-9.815309	0.907
ACH-000652	11626560	-8.861697	0.988
ACH-000855	11626560	-7.430334	1.001
ACH-000747	11626560	-6.477122	1.121
ACH-000652	11626560	-9.339134	0.96
ACH-000550	11626560	-6.477122	0.77
ACH-000714	11626560	-7.430334	1.09
ACH-000736	11626560	-8.384576	1.024
ACH-000750	11626560	-9.339134	0.972
ACH-000094	11626560	-8.861697	0.944
ACH-000595	11626560	-9.339134	1.047
ACH-000950	11626560	-9.815309	0.963
ACH-000817	11626560	-8.861697	0.944
ACH-000277	11626560	-9.339134	0.95
ACH-000787	11626560	-6.477121	0.981
ACH-000367	11626560	-9.815309	0.96
ACH-000788	11626560	-9.815309	0.988
ACH-000667	11626560	-7.431364	1.066
ACH-000638	11626560	-9.81697	1.003
ACH-000213	11626560	-9.339134	0.83
ACH-000620	11626560	-6.0	0.682
ACH-000411	11626560	-7.430334	0.956
ACH-000148	11626560	-9.815309	1.164
ACH-000090	11626560	-8.861697	0.902
ACH-000627	11626560	-8.385606	1.093
ACH-000392	11626560	-9.339134	0.933
ACH-000852	11626560	-6.954243	0.94
ACH-000643	11626560	-6.954243	1.176
ACH-000534	11626560	-9.339134	1.007
ACH-000935	11626560	-9.339134	0.957
ACH-000062	11626560	-7.430334	0.951
ACH-000218	11626560	-7.907455	1.07
ACH-000231	11626560	-9.339134	0.875
ACH-000012	11626560	-9.81697	0.991
ACH-000558	11626560	-7.907455	0.933
ACH-000481	11626560	-8.384576	0.949
ACH-000648	11626560	-9.815309	1.02
ACH-000480	11626560	-8.384576	0.974
ACH-000012	11626560	-8.861697	0.954
ACH-000242	11626560	-8.384576	1.006
ACH-000589	11626560	-9.81697	0.987
ACH-000507	11626560	-9.815309	0.98
ACH-000804	11626560	-9.815309	0.971
ACH-000804	11626560	-6.954243	0.0269999999999999
ACH-000638	11626560	-8.862727	1.008
ACH-000776	11626560	-7.907455	0.959
ACH-000380	11626560	-8.861697	0.992
ACH-000450	11626560	-7.907455	0.904
ACH-000881	11626560	-6.954243	0.935
ACH-000234	11626560	-9.339134	0.998
ACH-000900	11626560	-7.430334	0.945
ACH-000986	11626560	-8.861697	1.034
ACH-000123	11626560	-9.339134	1.011
ACH-001374	11626560	-6.477122	0.931
ACH-000848	11626560	-6.477122	0.987
ACH-000017	11626560	-6.477122	0.915
ACH-000733	11626560	-7.430334	1.074
ACH-000810	11626560	-6.954243	0.958
ACH-000576	11626560	-8.384576	1.071
ACH-000414	11626560	-7.431364	1.025
ACH-000776	11626560	-6.0	0.741
ACH-000332	11626560	-8.861697	0.93
ACH-000810	11626560	-7.430334	0.99
ACH-001333	11626560	-6.0	0.897
ACH-000809	11626560	-7.907455	1.093
ACH-000350	11626560	-6.0	0.808
ACH-000736	11626560	-6.954243	0.988
ACH-000381	11626560	-6.0	1.009
ACH-000378	11626560	-7.907455	1.131
ACH-000369	11626560	-8.384576	0.987
ACH-000369	11626560	-7.430334	0.974
ACH-000149	11626560	-9.815309	0.965
ACH-000979	11626560	-7.430334	0.995
ACH-000925	11626560	-6.954243	1.07
ACH-000270	11626560	-9.815309	1.057
ACH-000551	11626560	-9.815309	0.979
ACH-000332	11626560	-9.339134	0.953
ACH-001306	11626560	-7.430334	0.802
ACH-000454	11626560	-9.339134	1.137
ACH-000897	11626560	-9.339134	1.01
ACH-000677	11626560	-7.908485	0.99
ACH-000479	11626560	-8.384576	0.882
ACH-000015	11626560	-8.385606	0.953
ACH-000371	11626560	-8.384576	1.094
ACH-000738	11626560	-8.384576	0.873
ACH-000348	11626560	-6.954243	0.999
ACH-000861	11626560	-6.477122	1.11
ACH-000231	11626560	-7.430334	0.821
ACH-000972	11626560	-6.0	0.558
ACH-000926	11626560	-6.0	0.617
ACH-000375	11626560	-9.339134	0.933
ACH-000840	11626560	-6.954243	1.348
ACH-000768	11626560	-6.0	0.651
ACH-000889	11626560	-9.815309	0.995
ACH-000929	11626560	-6.0	0.905
ACH-000792	11626560	-6.0	0.841
ACH-000664	11626560	-7.907455	1.004
ACH-000796	11626560	-6.0	0.863
ACH-000796	11626560	-9.815309	1.16
ACH-000598	11626560	-6.954243	1.001
ACH-000450	11626560	-6.954243	0.943
ACH-000550	11626560	-7.907455	0.956
ACH-000667	11626560	-8.861697	0.996
ACH-000582	11626560	-6.0	0.943
ACH-000204	11626560	-7.430334	1.039
ACH-000969	11626560	-7.907455	0.991
ACH-000809	11626560	-6.954243	0.986
ACH-000288	11626560	-9.815309	1.007
ACH-000894	11626560	-9.815309	1.116
ACH-000892	11626560	-8.385606	1.038
ACH-000596	11626560	-9.81697	0.987
ACH-002040	11626560	-8.861697	0.886
ACH-000195	11626560	-6.0	0.0189999999999999
ACH-000601	11626560	-9.339134	0.954
ACH-000343	11626560	-8.385606	1.047
ACH-000693	11626560	-6.954243	0.998
ACH-001190	11626560	-9.815309	0.988
ACH-000473	11626560	-8.384576	0.924
ACH-000958	11626560	-6.954243	1.095
ACH-000958	11626560	-9.339134	0.988
ACH-000068	11626560	-6.954243	1.016
ACH-000706	11626560	-8.862727	1.02
ACH-000067	11626560	-8.384576	0.898
ACH-000162	11626560	-9.815309	0.99
ACH-000680	11626560	-6.477122	0.924
ACH-000925	11626560	-7.431364	1.097
ACH-000167	11626560	-6.0	0.987
ACH-000183	11626560	-8.384576	0.985
ACH-000463	11626560	-7.430334	1.004
ACH-000073	11626560	-9.815309	0.909
ACH-000821	11626560	-6.954243	0.951
ACH-000565	11626560	-6.954243	1.036
ACH-000809	11626560	-8.861697	1.048
ACH-000886	11626560	-7.431364	1.034
ACH-000838	11626560	-6.477122	1.012
ACH-000906	11626560	-6.0	0.937
ACH-000330	11626560	-8.861697	0.992
ACH-000019	11626560	-9.815309	0.995
ACH-000596	11626560	-8.385606	1.037
ACH-000800	11626560	-7.908485	1.065
ACH-000969	11626560	-6.0	0.449
ACH-000819	11626560	-9.815309	1.022
ACH-000581	11626560	-6.0	0.815
ACH-000506	11626560	-8.384576	0.963
ACH-000596	11626560	-8.862727	0.994
ACH-000204	11626560	-9.339134	0.993
ACH-000465	11626560	-9.339134	0.93
ACH-000749	11626560	-7.907455	0.982
