#cell_line_id	d_cid	log10_conc	ic50
ACH-000638	17755052	-8.33885	0.947
ACH-000893	17755052	-8.51594	1.154
ACH-000330	17755052	-6.431364	-0.079
ACH-000822	17755052	-8.815877	0.926
ACH-000834	17755052	-8.33885	0.969
ACH-000092	17755052	-8.339849	0.908
ACH-000886	17755052	-5.653213	0.737
ACH-000749	17755052	-6.907455	0.933
ACH-000601	17755052	-8.33885	0.997
ACH-000502	17755052	-7.385606	0.893
ACH-000572	17755052	-8.339849	0.929
ACH-000315	17755052	-5.954243	0.5695
ACH-000315	17755052	-7.861697	1.015
ACH-000706	17755052	-5.954243	0.589
ACH-000925	17755052	-7.084576	0.848
ACH-000621	17755052	-7.384576	0.945
ACH-000073	17755052	-7.862728	1.08
ACH-000759	17755052	-6.908485	0.838
ACH-000320	17755052	-5.477121	0.8915
ACH-000541	17755052	-7.384576	0.535
ACH-000541	17755052	-6.907455	0.161
ACH-000956	17755052	-6.431364	0.516
ACH-000915	17755052	-5.0	0.7629999999999999
ACH-000810	17755052	-7.862728	0.975
ACH-000541	17755052	-8.815877	1.055
ACH-000810	17755052	-6.908485	0.924
ACH-000471	17755052	-6.430334	0.699
ACH-000541	17755052	-5.954243	-0.431
ACH-000972	17755052	-8.33885	0.911
ACH-000291	17755052	-5.954243	0.7865
ACH-001151	17755052	-6.430334	0.497
ACH-000395	17755052	-7.861697	0.966
ACH-000012	17755052	-6.431364	0.586
ACH-000288	17755052	-6.908485	0.863
ACH-000681	17755052	-6.431364	0.725
ACH-000821	17755052	-6.430334	0.449
ACH-000969	17755052	-7.861697	0.997
ACH-000596	17755052	-8.339849	0.845
ACH-002040	17755052	-7.862728	0.914
ACH-000278	17755052	-5.477121	0.7295
ACH-001075	17755052	-7.084576	0.854
ACH-000121	17755052	-6.607455	0.73
ACH-000204	17755052	-8.815877	1.025
ACH-000587	17755052	-6.130334	-0.028
ACH-000510	17755052	-8.51594	1.027
ACH-000204	17755052	-8.33885	0.973
ACH-000719	17755052	-5.0	0.6565000000000001
ACH-000927	17755052	-5.0	0.367
ACH-000927	17755052	-6.430334	0.181
ACH-000648	17755052	-5.954243	0.6475
ACH-000860	17755052	-7.384576	0.847
ACH-000838	17755052	-7.384576	1.014
ACH-000681	17755052	-7.561698	0.968
ACH-000536	17755052	-7.861697	1.0
ACH-000838	17755052	-5.954243	0.766
ACH-000677	17755052	-8.815877	1.001
ACH-000589	17755052	-7.084576	0.825
ACH-000123	17755052	-6.431364	0.659
ACH-000544	17755052	-6.430334	0.586
ACH-000544	17755052	-5.954243	0.668
ACH-000853	17755052	-7.084576	1.004
ACH-000367	17755052	-5.954243	0.6855
ACH-000986	17755052	-8.33885	0.977
ACH-000653	17755052	-5.954243	0.84
ACH-000768	17755052	-8.815877	0.97
ACH-000480	17755052	-5.954243	0.361
ACH-000493	17755052	-6.430334	0.545
ACH-000643	17755052	-8.33885	1.219
ACH-000054	17755052	-6.907455	0.952
ACH-000510	17755052	-6.130334	0.67
ACH-000565	17755052	-8.81697	0.991
ACH-000902	17755052	-7.384576	1.035
ACH-000904	17755052	-5.0	0.72
ACH-000164	17755052	-7.385606	0.853
ACH-000247	17755052	-7.385606	0.944
ACH-000231	17755052	-8.815877	0.874
ACH-000183	17755052	-8.815877	0.962
ACH-000787	17755052	-7.861697	0.988
ACH-000578	17755052	-7.862728	0.916
ACH-000380	17755052	-8.33885	1.015
ACH-000787	17755052	-7.561698	1.022
ACH-000378	17755052	-8.51594	0.999
ACH-000783	17755052	-7.861697	0.881
ACH-000831	17755052	-7.384576	0.961
ACH-000384	17755052	-5.477121	0.838
ACH-000915	17755052	-6.431364	0.796
ACH-000667	17755052	-6.130334	0.552
ACH-000915	17755052	-8.339849	0.935
ACH-000817	17755052	-8.815877	1.036
ACH-000124	17755052	-8.339849	0.9535
ACH-000092	17755052	-7.084576	0.916
ACH-000378	17755052	-6.130334	0.124
ACH-000776	17755052	-6.430334	0.941
ACH-000381	17755052	-8.81697	1.056
ACH-000711	17755052	-8.815877	1.011
ACH-000714	17755052	-7.384576	0.769
ACH-000900	17755052	-4.69897	0.432
ACH-000603	17755052	-5.176091	0.789
ACH-000895	17755052	-7.385606	0.923
ACH-000666	17755052	-6.607455	0.662
ACH-000861	17755052	-6.908485	0.974
ACH-000587	17755052	-7.084576	0.826
ACH-000986	17755052	-6.431364	0.631
ACH-001385	17755052	-5.954243	0.505
ACH-000620	17755052	-6.430334	0.202
ACH-000677	17755052	-7.862728	0.973
ACH-000804	17755052	-8.815877	1.162
ACH-000855	17755052	-6.430334	0.743
ACH-000620	17755052	-7.384576	0.773
ACH-000858	17755052	-5.954243	0.6855
ACH-000035	17755052	-5.0	0.673
ACH-000982	17755052	-5.477121	0.5115000000000001
ACH-000496	17755052	-6.607455	0.717
ACH-000416	17755052	-5.954243	0.576
ACH-000577	17755052	-7.861697	1.0
ACH-000577	17755052	-7.384576	0.976
ACH-000693	17755052	-6.430334	0.673
ACH-000935	17755052	-5.954243	0.754
ACH-000571	17755052	-5.477121	0.642
ACH-000935	17755052	-8.33885	0.992
ACH-000744	17755052	-5.653213	-0.461
ACH-000068	17755052	-6.908485	0.829
ACH-000573	17755052	-7.862728	0.952
ACH-000677	17755052	-5.176091	0.335
ACH-000414	17755052	-8.81697	1.02
ACH-000357	17755052	-8.339849	0.966
ACH-000258	17755052	-6.431364	0.579
ACH-000873	17755052	-6.430334	0.484
ACH-000775	17755052	-6.431364	0.755
ACH-000706	17755052	-6.130334	0.418
ACH-001680	17755052	-7.861697	1.063
ACH-000578	17755052	-8.81697	0.959
ACH-001306	17755052	-7.384576	1.103
ACH-000311	17755052	-7.385606	0.958
ACH-000310	17755052	-5.954243	0.863
ACH-000422	17755052	-6.430334	0.68
ACH-000510	17755052	-5.653213	0.808
ACH-000889	17755052	-5.954243	0.037500000000000006
ACH-000023	17755052	-7.862728	0.951
ACH-000468	17755052	-6.908485	0.655
ACH-000775	17755052	-5.0	0.8374999999999999
ACH-000788	17755052	-8.815877	1.001
ACH-000667	17755052	-8.038818	1.0
ACH-000164	17755052	-7.862728	0.966
ACH-000706	17755052	-5.176091	0.61
ACH-000273	17755052	-5.954243	0.505
ACH-000447	17755052	-8.81697	0.982
ACH-000893	17755052	-5.954243	0.5814999999999999
ACH-000599	17755052	-7.862728	1.003
ACH-000015	17755052	-5.477121	0.9715
ACH-000580	17755052	-8.339849	0.927
ACH-000861	17755052	-4.69897	0.984
ACH-000357	17755052	-5.477121	0.41350000000000003
ACH-000355	17755052	-7.861697	0.974
ACH-000355	17755052	-6.907455	0.802
ACH-000421	17755052	-8.815877	0.951
ACH-000858	17755052	-7.384576	0.916
ACH-000898	17755052	-8.339849	0.968
ACH-000534	17755052	-5.477121	0.848
ACH-000062	17755052	-7.385606	0.877
ACH-000858	17755052	-6.907455	0.849
ACH-000357	17755052	-7.861697	0.804
ACH-000788	17755052	-8.81697	0.994
ACH-000121	17755052	-8.339849	0.938
ACH-000603	17755052	-8.038818	0.952
ACH-000627	17755052	-5.477121	0.7845
ACH-000861	17755052	-6.430334	0.905
ACH-000971	17755052	-5.954243	0.8505
ACH-000936	17755052	-6.430334	0.806
ACH-000350	17755052	-6.908485	0.795
ACH-000781	17755052	-4.69897	0.32
ACH-000350	17755052	-8.339849	0.892
ACH-000652	17755052	-8.339849	0.969
ACH-000860	17755052	-8.81697	1.068
ACH-000035	17755052	-7.862728	1.0
ACH-000247	17755052	-7.862728	1.017
ACH-000666	17755052	-8.51594	0.965
ACH-001064	17755052	-8.339849	0.958
ACH-000205	17755052	-6.907455	0.765
ACH-000551	17755052	-7.862728	1.011
ACH-001075	17755052	-7.862728	0.987
ACH-000598	17755052	-8.815877	1.058
ACH-000524	17755052	-5.954243	0.183
ACH-000598	17755052	-5.954243	0.627
ACH-000825	17755052	-7.862728	0.951
ACH-000969	17755052	-7.862728	0.985
ACH-000805	17755052	-5.0	0.7725
ACH-000483	17755052	-7.384576	0.972
ACH-000886	17755052	-8.038818	1.037
ACH-000348	17755052	-8.815877	1.036
ACH-000381	17755052	-5.0	1.0
ACH-000479	17755052	-6.907455	0.693
ACH-000381	17755052	-8.815877	0.983
ACH-000315	17755052	-8.81697	1.013
ACH-000551	17755052	-8.815877	1.016
ACH-000364	17755052	-8.33885	1.017
ACH-000178	17755052	-7.385606	0.789
ACH-000811	17755052	-8.81697	0.938
ACH-000677	17755052	-8.038818	0.958
ACH-000565	17755052	-7.861697	0.835
ACH-000616	17755052	-6.430334	0.467
ACH-000023	17755052	-6.907455	0.78
ACH-000578	17755052	-5.653213	0.941
ACH-000759	17755052	-7.385606	0.853
ACH-000555	17755052	-5.0	0.874
ACH-000164	17755052	-6.431364	0.667
ACH-000434	17755052	-5.653213	0.906
ACH-000654	17755052	-7.385606	0.978
ACH-000454	17755052	-5.176091	0.725
ACH-000073	17755052	-6.430334	0.752
ACH-000603	17755052	-5.653213	0.76
ACH-000506	17755052	-8.33885	0.979
ACH-000824	17755052	-8.815877	0.894
ACH-000615	17755052	-5.477121	0.755
ACH-000090	17755052	-6.908485	0.837
ACH-000984	17755052	-6.430334	0.598
ACH-000248	17755052	-8.815877	0.978
ACH-000265	17755052	-7.862728	1.0
ACH-000356	17755052	-5.954243	0.6295
ACH-000291	17755052	-8.81697	0.976
ACH-000291	17755052	-7.385606	0.853
ACH-000046	17755052	-5.0	0.658
ACH-000894	17755052	-8.339849	0.916
ACH-000510	17755052	-7.861697	0.954
ACH-000510	17755052	-7.384576	0.912
ACH-000138	17755052	-7.862728	1.008
ACH-000977	17755052	-8.33885	0.868
ACH-000505	17755052	-6.430334	0.619
ACH-000902	17755052	-6.908485	0.857
ACH-000121	17755052	-5.653213	0.752
ACH-000810	17755052	-6.431364	0.808
ACH-000505	17755052	-7.861697	0.879
ACH-000022	17755052	-7.862728	0.99
ACH-000015	17755052	-8.81697	0.959
ACH-001680	17755052	-6.908485	0.943
ACH-000243	17755052	-8.815877	0.999
ACH-000045	17755052	-6.907455	0.901
ACH-000391	17755052	-5.954243	0.659
ACH-000925	17755052	-6.130334	0.375
ACH-000719	17755052	-7.384576	0.999
ACH-000585	17755052	-5.0	0.412
ACH-000123	17755052	-8.81697	1.019
ACH-000447	17755052	-6.430334	0.316
ACH-000123	17755052	-5.477121	0.7869999999999999
ACH-000168	17755052	-5.954243	0.583
ACH-000035	17755052	-6.431364	0.743
ACH-000168	17755052	-8.33885	0.966
ACH-000530	17755052	-8.51594	1.064
ACH-000653	17755052	-6.907455	0.916
ACH-000307	17755052	-7.861697	0.925
ACH-000927	17755052	-5.477121	0.5796666666666667
ACH-000577	17755052	-8.815877	1.095
ACH-001274	17755052	-6.907455	0.739
ACH-000914	17755052	-5.477121	0.7310000000000001
ACH-000997	17755052	-5.477121	0.8135
ACH-000914	17755052	-8.33885	0.906
ACH-000113	17755052	-5.954243	0.762
ACH-000113	17755052	-5.0	0.868
ACH-000291	17755052	-5.0	0.87
ACH-000663	17755052	-6.431364	0.436
ACH-000845	17755052	-7.084576	0.878
ACH-000739	17755052	-5.477121	0.862
ACH-001328	17755052	-8.81697	0.991
ACH-000247	17755052	-8.339849	0.934
ACH-000424	17755052	-5.0	0.692
ACH-000320	17755052	-7.862728	0.945
ACH-000059	17755052	-5.477121	0.912
ACH-000739	17755052	-8.33885	1.031
ACH-000651	17755052	-6.431364	0.764
ACH-000845	17755052	-8.038818	0.997
ACH-000929	17755052	-8.81697	0.982
ACH-000845	17755052	-7.561698	1.032
ACH-000260	17755052	-8.815877	0.96
ACH-002004	17755052	-6.908485	0.845
ACH-000888	17755052	-5.954243	0.666
ACH-000787	17755052	-6.607455	0.704
ACH-000350	17755052	-7.861697	1.004
ACH-000334	17755052	-7.385606	0.91
ACH-000751	17755052	-8.815877	1.056
ACH-000866	17755052	-4.69897	-0.113
ACH-000687	17755052	-6.431364	0.645
ACH-000717	17755052	-8.33885	0.912
ACH-000817	17755052	-7.384576	0.948
ACH-000477	17755052	-6.907455	0.622
ACH-000470	17755052	-7.384576	1.056
ACH-000482	17755052	-6.130334	0.404
ACH-000786	17755052	-5.0	0.15850000000000003
ACH-000475	17755052	-8.815877	0.984
ACH-000022	17755052	-6.907455	0.72
ACH-000022	17755052	-7.861697	0.916
ACH-000535	17755052	-8.339849	0.957
ACH-000296	17755052	-5.477121	0.9435
ACH-000738	17755052	-6.430334	0.74
ACH-000092	17755052	-7.384576	1.025
ACH-000738	17755052	-7.384576	1.037
ACH-000977	17755052	-5.477121	0.536
ACH-001190	17755052	-7.384576	1.326
ACH-000768	17755052	-6.907455	0.882
ACH-001151	17755052	-6.908485	0.817
ACH-000652	17755052	-5.0	0.886
ACH-001328	17755052	-8.339849	0.933
ACH-000986	17755052	-5.477121	0.6365
ACH-000481	17755052	-6.430334	0.905
ACH-000860	17755052	-8.33885	0.918
ACH-000091	17755052	-6.431364	0.779
ACH-000448	17755052	-7.384576	0.672
ACH-000355	17755052	-8.81697	1.064
ACH-000954	17755052	-5.954243	0.577
ACH-000954	17755052	-6.907455	0.79
ACH-000731	17755052	-8.33885	0.944
ACH-000015	17755052	-7.561698	0.922
ACH-000121	17755052	-8.815877	1.013
ACH-002003	17755052	-7.861697	1.006
ACH-001336	17755052	-5.477121	0.865
ACH-000343	17755052	-5.954243	0.6945
ACH-001336	17755052	-8.815877	0.966
ACH-000320	17755052	-8.81697	0.977
ACH-000881	17755052	-8.815877	1.012
ACH-000974	17755052	-6.907455	0.827
ACH-000722	17755052	-7.862728	1.003
ACH-000150	17755052	-7.561698	1.224
ACH-000904	17755052	-6.908485	0.929
ACH-000638	17755052	-5.653213	0.642
ACH-000650	17755052	-5.0	0.7725
ACH-000650	17755052	-5.954243	0.61
ACH-000548	17755052	-8.815877	0.951
ACH-000811	17755052	-8.339849	0.899
ACH-000751	17755052	-5.0	1.002
ACH-000521	17755052	-5.653213	0.421
ACH-000996	17755052	-7.861697	0.972
ACH-000435	17755052	-8.815877	0.969
ACH-000369	17755052	-6.907455	0.518
ACH-000311	17755052	-6.130334	0.449
ACH-000977	17755052	-5.0	0.05499999999999999
ACH-000325	17755052	-5.477121	0.991
ACH-000876	17755052	-6.431364	0.396
ACH-000423	17755052	-7.385606	0.774
ACH-000599	17755052	-6.908485	0.903
ACH-001239	17755052	-6.908485	0.783
ACH-000654	17755052	-7.861697	1.051
ACH-000824	17755052	-7.861697	0.864
ACH-000075	17755052	-7.861697	0.995
ACH-000875	17755052	-7.384576	0.89
ACH-000423	17755052	-6.430334	0.42
ACH-000378	17755052	-6.907455	0.738
ACH-000849	17755052	-5.954243	0.4885
ACH-000204	17755052	-5.954243	0.4565
ACH-000162	17755052	-8.33885	0.7
ACH-000971	17755052	-6.908485	0.97
ACH-000987	17755052	-8.339849	0.87
ACH-001151	17755052	-5.477121	0.8015000000000001
ACH-000162	17755052	-8.815877	0.763
ACH-000895	17755052	-5.954243	0.7435
ACH-000869	17755052	-5.176091	0.878
ACH-000330	17755052	-5.954243	-0.17500000000000002
ACH-000965	17755052	-6.907455	0.877
ACH-000617	17755052	-6.908485	0.888
ACH-000563	17755052	-6.431364	0.758
ACH-000012	17755052	-8.038818	0.987
ACH-000264	17755052	-8.339849	0.948
ACH-000332	17755052	-5.0	0.6745
ACH-000205	17755052	-7.384576	0.906
ACH-000107	17755052	-5.954243	0.596
ACH-000834	17755052	-8.815877	0.957
ACH-000916	17755052	-6.130334	0.15
ACH-000916	17755052	-8.038818	0.844
ACH-000536	17755052	-7.385606	0.894
ACH-000950	17755052	-5.954243	0.637
ACH-000466	17755052	-8.33885	0.857
ACH-000056	17755052	-5.0	0.771
ACH-000056	17755052	-5.477121	0.7495
ACH-000483	17755052	-8.33885	1.107
ACH-000528	17755052	-6.907455	0.83
ACH-001307	17755052	-8.33885	1.064
ACH-001086	17755052	-7.384576	0.949
ACH-000483	17755052	-5.477121	0.673
ACH-000528	17755052	-8.33885	0.989
ACH-001307	17755052	-5.954243	0.807
ACH-000218	17755052	-8.815877	1.025
ACH-000218	17755052	-5.0	0.5025000000000001
ACH-000867	17755052	-5.477121	0.8634999999999999
ACH-000680	17755052	-7.384576	0.929
ACH-000578	17755052	-7.084576	0.919
ACH-000834	17755052	-5.954243	0.274
ACH-000834	17755052	-5.0	0.599
ACH-000655	17755052	-8.815877	1.038
ACH-000911	17755052	-6.430334	0.727
ACH-000655	17755052	-5.477121	0.849
ACH-000902	17755052	-5.954243	0.5345
ACH-000972	17755052	-5.954243	0.667
ACH-000401	17755052	-5.954243	0.6739999999999999
ACH-000956	17755052	-5.954243	0.479
ACH-000867	17755052	-8.81697	0.927
ACH-000944	17755052	-8.81697	1.029
ACH-000972	17755052	-6.430334	0.563
ACH-000555	17755052	-8.33885	1.036
ACH-000786	17755052	-6.431364	0.449
ACH-000956	17755052	-7.385606	0.928
ACH-000090	17755052	-5.954243	0.235
ACH-000580	17755052	-7.862728	1.031
ACH-000265	17755052	-6.908485	0.931
ACH-000248	17755052	-5.0	0.356
ACH-000603	17755052	-6.431364	0.881
ACH-000580	17755052	-6.907455	0.791
ACH-000265	17755052	-5.0	0.7945
ACH-000888	17755052	-8.51594	1.066
ACH-000075	17755052	-6.907455	0.953
ACH-000243	17755052	-5.954243	0.39849999999999997
ACH-000470	17755052	-6.431364	0.947
ACH-000894	17755052	-5.954243	0.474
ACH-000278	17755052	-7.384576	0.973
ACH-000375	17755052	-7.384576	0.803
ACH-000595	17755052	-8.815877	0.942
ACH-000234	17755052	-8.33885	1.1
ACH-000781	17755052	-8.81697	0.991
ACH-000861	17755052	-5.954243	0.9289999999999999
ACH-000457	17755052	-5.477121	0.782
ACH-000393	17755052	-8.33885	1.064
ACH-000019	17755052	-5.954243	0.0965
ACH-000121	17755052	-8.51594	1.01
ACH-000393	17755052	-5.954243	0.776
ACH-001328	17755052	-6.907455	0.943
ACH-000880	17755052	-8.339849	0.966
ACH-000373	17755052	-7.385606	0.935
ACH-000392	17755052	-8.339849	0.985
ACH-000447	17755052	-7.861697	0.9
ACH-000351	17755052	-7.384576	0.904
ACH-000849	17755052	-6.431364	0.6
ACH-000067	17755052	-8.815877	0.92
ACH-000332	17755052	-5.477121	0.7315
ACH-000805	17755052	-6.908485	0.95
ACH-000147	17755052	-8.339849	1.03
ACH-000946	17755052	-7.384576	0.932
ACH-002003	17755052	-8.339849	0.968
ACH-000696	17755052	-6.430334	0.739
ACH-000558	17755052	-8.815877	1.031
ACH-000155	17755052	-6.908485	0.901
ACH-001345	17755052	-5.954243	0.41600000000000004
ACH-000123	17755052	-8.815877	0.965
ACH-000247	17755052	-5.954243	0.6925
ACH-000759	17755052	-6.430334	0.464
ACH-000958	17755052	-7.385606	0.888
ACH-000601	17755052	-6.431364	0.891
ACH-000674	17755052	-7.862728	1.019
ACH-000980	17755052	-4.69897	0.964
ACH-000759	17755052	-8.33885	1.02
ACH-000195	17755052	-5.477121	0.808
ACH-000651	17755052	-8.81697	1.02
ACH-000651	17755052	-6.908485	0.927
ACH-000470	17755052	-7.862728	0.982
ACH-000831	17755052	-8.33885	0.961
ACH-000365	17755052	-5.954243	-0.1025
ACH-000888	17755052	-6.431364	0.734
ACH-000409	17755052	-8.339849	1.014
ACH-000895	17755052	-8.33885	1.057
ACH-000888	17755052	-5.0	0.702
ACH-000750	17755052	-6.908485	1.002
ACH-000664	17755052	-8.81697	1.043
ACH-000092	17755052	-6.908485	0.892
ACH-000155	17755052	-8.81697	0.988
ACH-000427	17755052	-6.907455	0.306
ACH-000711	17755052	-5.0	0.777
ACH-000858	17755052	-4.69897	0.567
ACH-000423	17755052	-7.862728	0.925
ACH-000731	17755052	-6.130334	0.136
ACH-000681	17755052	-7.861697	0.974
ACH-000378	17755052	-7.561698	0.94
ACH-000731	17755052	-7.084576	0.709
ACH-001239	17755052	-7.385606	0.878
ACH-000681	17755052	-4.69897	0.563
ACH-000925	17755052	-5.0	0.585
ACH-000247	17755052	-6.907455	0.814
ACH-000731	17755052	-5.653213	0.447
ACH-000781	17755052	-5.176091	0.458
ACH-000400	17755052	-5.954243	0.379
ACH-000393	17755052	-8.815877	0.958
ACH-000065	17755052	-5.477121	0.8069999999999999
ACH-001151	17755052	-5.954243	0.5740000000000001
ACH-000861	17755052	-8.33885	0.962
ACH-000024	17755052	-7.385606	0.914
ACH-000910	17755052	-8.339849	0.933
ACH-000677	17755052	-7.384576	0.793
ACH-000684	17755052	-8.815877	0.813
ACH-000677	17755052	-8.339849	0.91
ACH-000288	17755052	-5.477121	0.813
ACH-000296	17755052	-7.862728	0.969
ACH-000416	17755052	-7.385606	0.892
ACH-001064	17755052	-5.477121	0.72
ACH-000416	17755052	-8.339849	0.951
ACH-000288	17755052	-7.384576	1.035
ACH-000648	17755052	-7.861697	0.984
ACH-000677	17755052	-6.430334	0.422
ACH-000657	17755052	-6.907455	0.903
ACH-000853	17755052	-6.907455	0.88
ACH-000213	17755052	-5.477121	0.85
ACH-000684	17755052	-5.0	0.742
ACH-000745	17755052	-5.0	0.628
ACH-000734	17755052	-8.33885	1.033
ACH-000414	17755052	-5.477121	0.537
ACH-000668	17755052	-8.81697	0.927
ACH-000881	17755052	-8.33885	0.951
ACH-000847	17755052	-5.477121	0.753
ACH-000048	17755052	-7.384576	0.977
ACH-000556	17755052	-5.0	0.854
ACH-000149	17755052	-8.33885	1.041
ACH-000811	17755052	-5.477121	0.7035
ACH-000551	17755052	-6.908485	1.006
ACH-000511	17755052	-6.908485	0.922
ACH-000121	17755052	-5.0	0.646
ACH-000603	17755052	-6.607455	0.888
ACH-000073	17755052	-8.81697	1.033
ACH-000149	17755052	-5.477121	0.657
ACH-000059	17755052	-8.33885	1.003
ACH-000736	17755052	-6.430334	0.247
ACH-000212	17755052	-5.0	0.7655000000000001
ACH-000334	17755052	-8.339849	0.887
ACH-000893	17755052	-5.0	0.5545
ACH-000222	17755052	-5.0	0.6225
ACH-000786	17755052	-8.81697	1.014
ACH-000986	17755052	-7.384576	0.926
ACH-000565	17755052	-7.862728	1.011
ACH-000421	17755052	-5.954243	0.508
ACH-000876	17755052	-8.339849	0.949
ACH-000050	17755052	-6.907455	0.0580000000000001
ACH-000050	17755052	-8.33885	0.941
ACH-000325	17755052	-6.907455	0.881
ACH-000787	17755052	-7.862728	1.005
ACH-000454	17755052	-8.038818	0.908
ACH-000906	17755052	-6.431364	0.941
ACH-000781	17755052	-6.907455	0.717
ACH-001064	17755052	-5.0	0.742
ACH-000861	17755052	-6.607455	0.853
ACH-000332	17755052	-8.33885	0.889
ACH-000796	17755052	-5.954243	0.6950000000000001
ACH-000423	17755052	-7.861697	1.017
ACH-000352	17755052	-6.908485	1.04
ACH-000414	17755052	-7.084576	0.695
ACH-000869	17755052	-7.561698	0.972
ACH-000965	17755052	-5.477121	0.822
ACH-000361	17755052	-5.954243	0.733
ACH-000028	17755052	-7.385606	0.878
ACH-000361	17755052	-5.477121	1.005
ACH-000484	17755052	-7.384576	0.891
ACH-000650	17755052	-7.862728	0.979
ACH-000350	17755052	-5.0	0.6679999999999999
ACH-001274	17755052	-7.385606	0.8625
ACH-000484	17755052	-8.33885	1.094
ACH-000484	17755052	-5.954243	0.276
ACH-000311	17755052	-6.907455	0.932
ACH-000430	17755052	-6.908485	0.948
ACH-000473	17755052	-6.907455	0.701
ACH-000768	17755052	-8.339849	0.932
ACH-000249	17755052	-7.861697	0.73
ACH-000311	17755052	-7.384576	0.964
ACH-000522	17755052	-5.477121	0.896
ACH-000473	17755052	-6.430334	0.456
ACH-000311	17755052	-8.33885	1.008
ACH-002461	17755052	-7.384576	1.06
ACH-000756	17755052	-6.907455	0.914
ACH-000747	17755052	-7.385606	0.715
ACH-000965	17755052	-8.815877	0.891
ACH-000242	17755052	-6.907455	0.926
ACH-000068	17755052	-7.384576	0.959
ACH-000068	17755052	-5.954243	0.178
ACH-000108	17755052	-7.385606	0.923
ACH-000222	17755052	-6.431364	0.552
ACH-000576	17755052	-5.0	0.7645
ACH-000576	17755052	-8.815877	1.104
ACH-000367	17755052	-4.69897	0.573
ACH-001820	17755052	-7.862728	0.818
ACH-000576	17755052	-6.430334	0.661
ACH-000277	17755052	-8.815877	1.095
ACH-001820	17755052	-5.0	-0.013
ACH-000680	17755052	-8.339849	0.917
ACH-000616	17755052	-8.815877	0.916
ACH-000218	17755052	-6.430334	0.205
ACH-000315	17755052	-5.0	0.4985
ACH-000482	17755052	-5.477121	0.631
ACH-000861	17755052	-6.431364	0.83
ACH-000860	17755052	-7.561698	1.028
ACH-000367	17755052	-6.431364	0.718
ACH-000888	17755052	-7.084576	0.924
ACH-000576	17755052	-6.908485	0.856
ACH-000915	17755052	-7.384576	0.955
ACH-000929	17755052	-5.0	0.871
ACH-001274	17755052	-8.339849	0.9625
ACH-001274	17755052	-6.431364	0.6685000000000001
ACH-000573	17755052	-8.339849	0.853
ACH-000627	17755052	-8.81697	0.966
ACH-000651	17755052	-5.477121	0.968
ACH-000817	17755052	-6.430334	0.676
